dominant,start,end,underlying,exchange,vt_symbol
B1910,2019-08-02,2019-08-30,B,DCE,b1910.DCE
B1911,2019-09-02,2019-10-08,B,DCE,b1911.DCE
B1912,2019-10-09,2019-11-01,B,DCE,b1912.DCE
B2001,2019-11-04,2019-12-02,B,DCE,b2001.DCE
B2002,2019-12-03,2019-12-25,B,DCE,b2002.DCE
LR1411,2014-07-08,2014-07-08,LR,CZCE,LR411.CZCE
LR1501,2014-07-09,2015-01-07,LR,CZCE,LR501.CZCE
LR1505,2015-01-08,2015-05-14,LR,CZCE,LR505.CZCE
LR1603,2015-05-15,2016-03-11,LR,CZCE,LR603.CZCE
LR1605,2016-03-14,2016-05-13,LR,CZCE,LR605.CZCE
LR1611,2016-10-14,2016-11-11,LR,CZCE,LR611.CZCE
LR1703,2016-05-16,2016-10-13,LR,CZCE,LR703.CZCE
LR1709,2016-11-14,2017-09-13,LR,CZCE,LR709.CZCE
LR1807,2017-09-14,2018-05-18,LR,CZCE,LR807.CZCE
LR1903,2018-05-21,2019-03-13,LR,CZCE,LR903.CZCE
LR1905,2019-03-14,2019-05-16,LR,CZCE,LR905.CZCE
LR1911,2019-05-17,2019-11-13,LR,CZCE,LR911.CZCE
LR2007,2019-11-14,2019-12-25,LR,CZCE,LR007.CZCE
PM1301,2012-01-17,2012-12-14,PM,CZCE,PM301.CZCE
PM1307,2013-05-09,2013-07-04,PM,CZCE,PM307.CZCE
PM1309,2012-12-17,2013-05-08,PM,CZCE,PM309.CZCE
PM1401,2013-07-05,2014-01-14,PM,CZCE,PM401.CZCE
PM1409,2014-01-15,2014-08-04,PM,CZCE,PM409.CZCE
PM1501,2014-10-28,2015-01-15,PM,CZCE,PM501.CZCE
PM1507,2014-08-05,2014-10-27,PM,CZCE,PM507.CZCE
PM1509,2015-01-16,2015-09-02,PM,CZCE,PM509.CZCE
PM1601,2015-09-07,2016-01-14,PM,CZCE,PM601.CZCE
PM1605,2016-01-15,2016-05-13,PM,CZCE,PM605.CZCE
PM1611,2016-05-16,2016-11-11,PM,CZCE,PM611.CZCE
PM1701,2016-11-14,2017-01-13,PM,CZCE,PM701.CZCE
PM1711,2017-01-16,2017-11-13,PM,CZCE,PM711.CZCE
PM1809,2017-11-14,2018-09-13,PM,CZCE,PM809.CZCE
PM1901,2018-09-14,2019-01-14,PM,CZCE,PM901.CZCE
PM1905,2019-01-15,2019-05-16,PM,CZCE,PM905.CZCE
PM1907,2019-05-17,2019-07-11,PM,CZCE,PM907.CZCE
PM2005,2019-07-12,2019-12-25,PM,CZCE,PM005.CZCE
AL0002,2000-01-04,2000-01-11,AL,SHFE,al0002.SHFE
AL0003,2000-01-12,2000-01-19,AL,SHFE,al0003.SHFE
AL0004,2000-01-20,2000-02-25,AL,SHFE,al0004.SHFE
AL0005,2000-02-28,2000-03-10,AL,SHFE,al0005.SHFE
AL0007,2000-03-13,2000-05-18,AL,SHFE,al0007.SHFE
AL0008,2000-05-19,2000-07-11,AL,SHFE,al0008.SHFE
AL0009,2000-07-12,2000-07-21,AL,SHFE,al0009.SHFE
AL0010,2000-07-24,2000-09-07,AL,SHFE,al0010.SHFE
AL0012,2000-09-08,2000-10-20,AL,SHFE,al0012.SHFE
AL0102,2000-10-23,2000-12-20,AL,SHFE,al0102.SHFE
AL0103,2000-12-21,2000-12-29,AL,SHFE,al0103.SHFE
AL0104,2001-01-02,2001-03-29,AL,SHFE,al0104.SHFE
AL0106,2001-03-30,2001-05-23,AL,SHFE,al0106.SHFE
AL0108,2001-05-28,2001-06-26,AL,SHFE,al0108.SHFE
AL0109,2001-06-27,2001-07-09,AL,SHFE,al0109.SHFE
AL0110,2001-05-24,2001-05-25,AL,SHFE,al0110.SHFE
AL0111,2001-07-10,2001-07-24,AL,SHFE,al0111.SHFE
AL0112,2001-07-25,2001-10-16,AL,SHFE,al0112.SHFE
AL0201,2001-10-17,2001-11-13,AL,SHFE,al0201.SHFE
AL0203,2001-11-14,2002-01-15,AL,SHFE,al0203.SHFE
AL0205,2002-01-16,2002-03-19,AL,SHFE,al0205.SHFE
AL0207,2002-03-20,2002-04-22,AL,SHFE,al0207.SHFE
AL0208,2002-04-23,2002-06-05,AL,SHFE,al0208.SHFE
AL0210,2002-06-06,2002-07-08,AL,SHFE,al0210.SHFE
AL0211,2002-07-09,2002-09-12,AL,SHFE,al0211.SHFE
AL0212,2002-09-13,2002-09-17,AL,SHFE,al0212.SHFE
AL0301,2002-09-18,2002-11-14,AL,SHFE,al0301.SHFE
AL0302,2002-11-15,2002-12-02,AL,SHFE,al0302.SHFE
AL0303,2002-12-03,2002-12-26,AL,SHFE,al0303.SHFE
AL0304,2002-12-27,2003-02-12,AL,SHFE,al0304.SHFE
AL0306,2003-02-13,2003-04-09,AL,SHFE,al0306.SHFE
AL0307,2003-04-10,2003-05-22,AL,SHFE,al0307.SHFE
AL0309,2003-05-23,2003-07-02,AL,SHFE,al0309.SHFE
AL0310,2003-07-03,2003-08-20,AL,SHFE,al0310.SHFE
AL0311,2003-08-21,2003-09-30,AL,SHFE,al0311.SHFE
AL0401,2003-10-08,2003-10-14,AL,SHFE,al0401.SHFE
AL0403,2003-10-15,2003-12-18,AL,SHFE,al0403.SHFE
AL0406,2003-12-19,2004-01-29,AL,SHFE,al0406.SHFE
AL0407,2004-01-30,2004-02-06,AL,SHFE,al0407.SHFE
AL0408,2004-02-09,2004-03-11,AL,SHFE,al0408.SHFE
AL0409,2004-03-12,2004-03-31,AL,SHFE,al0409.SHFE
AL0410,2004-04-01,2004-07-09,AL,SHFE,al0410.SHFE
AL0411,2004-07-12,2004-09-14,AL,SHFE,al0411.SHFE
AL0412,2004-09-15,2004-10-15,AL,SHFE,al0412.SHFE
AL0501,2004-10-19,2004-12-23,AL,SHFE,al0501.SHFE
AL0502,2004-10-18,2004-10-18,AL,SHFE,al0502.SHFE
AL0503,2004-12-24,2005-02-16,AL,SHFE,al0503.SHFE
AL0504,2005-02-17,2005-03-07,AL,SHFE,al0504.SHFE
AL0505,2005-03-08,2005-03-17,AL,SHFE,al0505.SHFE
AL0506,2005-03-18,2005-05-10,AL,SHFE,al0506.SHFE
AL0507,2005-05-11,2005-06-03,AL,SHFE,al0507.SHFE
AL0508,2005-06-06,2005-07-11,AL,SHFE,al0508.SHFE
AL0509,2005-07-12,2005-08-01,AL,SHFE,al0509.SHFE
AL0510,2005-08-02,2005-09-16,AL,SHFE,al0510.SHFE
AL0511,2005-09-19,2005-10-11,AL,SHFE,al0511.SHFE
AL0601,2005-10-12,2005-11-28,AL,SHFE,al0601.SHFE
AL0603,2005-11-29,2006-01-10,AL,SHFE,al0603.SHFE
AL0604,2006-01-11,2006-02-06,AL,SHFE,al0604.SHFE
AL0605,2006-02-07,2006-03-20,AL,SHFE,al0605.SHFE
AL0606,2006-03-21,2006-04-12,AL,SHFE,al0606.SHFE
AL0607,2006-04-13,2006-05-11,AL,SHFE,al0607.SHFE
AL0608,2006-05-12,2006-06-14,AL,SHFE,al0608.SHFE
AL0609,2006-06-15,2006-07-13,AL,SHFE,al0609.SHFE
AL0610,2006-07-14,2006-08-21,AL,SHFE,al0610.SHFE
AL0611,2006-08-22,2006-09-26,AL,SHFE,al0611.SHFE
AL0612,2006-09-27,2006-10-23,AL,SHFE,al0612.SHFE
AL0701,2006-10-24,2006-12-04,AL,SHFE,al0701.SHFE
AL0702,2006-12-05,2006-12-27,AL,SHFE,al0702.SHFE
AL0703,2006-12-28,2007-01-24,AL,SHFE,al0703.SHFE
AL0704,2007-01-25,2007-02-16,AL,SHFE,al0704.SHFE
AL0705,2007-02-26,2007-03-26,AL,SHFE,al0705.SHFE
AL0706,2007-03-27,2007-04-09,AL,SHFE,al0706.SHFE
AL0707,2007-04-10,2007-06-04,AL,SHFE,al0707.SHFE
AL0708,2007-06-05,2007-07-03,AL,SHFE,al0708.SHFE
AL0709,2007-07-04,2007-07-25,AL,SHFE,al0709.SHFE
AL0710,2007-07-26,2007-08-17,AL,SHFE,al0710.SHFE
AL0711,2007-08-20,2007-09-18,AL,SHFE,al0711.SHFE
AL0712,2007-09-19,2007-10-25,AL,SHFE,al0712.SHFE
AL0801,2007-10-26,2007-12-04,AL,SHFE,al0801.SHFE
AL0802,2007-12-05,2007-12-24,AL,SHFE,al0802.SHFE
AL0803,2007-12-25,2008-01-25,AL,SHFE,al0803.SHFE
AL0804,2008-01-28,2008-02-21,AL,SHFE,al0804.SHFE
AL0805,2008-02-22,2008-03-18,AL,SHFE,al0805.SHFE
AL0806,2008-03-19,2008-05-05,AL,SHFE,al0806.SHFE
AL0807,2008-05-06,2008-05-26,AL,SHFE,al0807.SHFE
AL0808,2008-05-27,2008-06-20,AL,SHFE,al0808.SHFE
AL0809,2008-06-23,2008-08-04,AL,SHFE,al0809.SHFE
AL0810,2008-08-05,2008-08-20,AL,SHFE,al0810.SHFE
AL0811,2008-08-21,2008-09-17,AL,SHFE,al0811.SHFE
AL0812,2008-09-18,2008-10-16,AL,SHFE,al0812.SHFE
AL0901,2008-10-17,2008-11-20,AL,SHFE,al0901.SHFE
AL0902,2008-11-21,2008-12-12,AL,SHFE,al0902.SHFE
AL0903,2008-12-15,2009-01-16,AL,SHFE,al0903.SHFE
AL0904,2009-01-19,2009-02-11,AL,SHFE,al0904.SHFE
AL0905,2009-02-12,2009-03-13,AL,SHFE,al0905.SHFE
AL0906,2009-03-16,2009-04-07,AL,SHFE,al0906.SHFE
AL0907,2009-04-08,2009-05-04,AL,SHFE,al0907.SHFE
AL0908,2009-05-05,2009-06-03,AL,SHFE,al0908.SHFE
AL0909,2009-06-04,2009-07-03,AL,SHFE,al0909.SHFE
AL0910,2009-07-06,2009-07-24,AL,SHFE,al0910.SHFE
AL0911,2009-07-27,2009-08-24,AL,SHFE,al0911.SHFE
AL0912,2009-08-25,2009-10-20,AL,SHFE,al0912.SHFE
AL1001,2009-10-21,2009-11-16,AL,SHFE,al1001.SHFE
AL1002,2009-11-17,2009-12-07,AL,SHFE,al1002.SHFE
AL1003,2009-12-08,2009-12-29,AL,SHFE,al1003.SHFE
AL1004,2009-12-30,2010-01-26,AL,SHFE,al1004.SHFE
AL1005,2010-01-27,2010-03-05,AL,SHFE,al1005.SHFE
AL1006,2010-03-08,2010-04-09,AL,SHFE,al1006.SHFE
AL1007,2010-04-12,2010-05-17,AL,SHFE,al1007.SHFE
AL1008,2010-05-18,2010-06-07,AL,SHFE,al1008.SHFE
AL1009,2010-06-08,2010-07-16,AL,SHFE,al1009.SHFE
AL1010,2010-07-19,2010-08-04,AL,SHFE,al1010.SHFE
AL1011,2010-08-05,2010-09-01,AL,SHFE,al1011.SHFE
AL1012,2010-09-02,2010-10-11,AL,SHFE,al1012.SHFE
AL1101,2010-10-12,2010-11-05,AL,SHFE,al1101.SHFE
AL1102,2010-11-08,2010-12-07,AL,SHFE,al1102.SHFE
AL1103,2010-12-08,2011-01-12,AL,SHFE,al1103.SHFE
AL1104,2011-01-13,2011-02-21,AL,SHFE,al1104.SHFE
AL1105,2011-02-22,2011-03-31,AL,SHFE,al1105.SHFE
AL1106,2011-04-01,2011-05-03,AL,SHFE,al1106.SHFE
AL1107,2011-05-04,2011-06-07,AL,SHFE,al1107.SHFE
AL1108,2011-06-08,2011-07-01,AL,SHFE,al1108.SHFE
AL1109,2011-07-04,2011-07-20,AL,SHFE,al1109.SHFE
AL1110,2011-07-21,2011-08-19,AL,SHFE,al1110.SHFE
AL1111,2011-08-22,2011-09-23,AL,SHFE,al1111.SHFE
AL1112,2011-09-26,2011-10-27,AL,SHFE,al1112.SHFE
AL1201,2011-10-28,2011-11-22,AL,SHFE,al1201.SHFE
AL1202,2011-11-23,2011-12-15,AL,SHFE,al1202.SHFE
AL1203,2011-12-16,2012-01-11,AL,SHFE,al1203.SHFE
AL1204,2012-01-12,2012-02-13,AL,SHFE,al1204.SHFE
AL1205,2012-02-14,2012-03-29,AL,SHFE,al1205.SHFE
AL1206,2012-03-30,2012-04-16,AL,SHFE,al1206.SHFE
AL1207,2012-04-17,2012-05-03,AL,SHFE,al1207.SHFE
AL1208,2012-05-04,2012-05-28,AL,SHFE,al1208.SHFE
AL1209,2012-05-29,2012-06-26,AL,SHFE,al1209.SHFE
AL1210,2012-06-27,2012-08-01,AL,SHFE,al1210.SHFE
AL1211,2012-08-02,2012-09-10,AL,SHFE,al1211.SHFE
AL1212,2012-09-11,2012-11-13,AL,SHFE,al1212.SHFE
AL1301,2012-11-14,2012-12-14,AL,SHFE,al1301.SHFE
AL1303,2012-12-17,2013-02-04,AL,SHFE,al1303.SHFE
AL1305,2013-02-05,2013-03-07,AL,SHFE,al1305.SHFE
AL1306,2013-03-08,2013-05-06,AL,SHFE,al1306.SHFE
AL1308,2013-05-07,2013-06-05,AL,SHFE,al1308.SHFE
AL1309,2013-06-06,2013-06-18,AL,SHFE,al1309.SHFE
AL1310,2013-06-19,2013-08-19,AL,SHFE,al1310.SHFE
AL1311,2013-08-20,2013-08-27,AL,SHFE,al1311.SHFE
AL1312,2013-08-28,2013-10-28,AL,SHFE,al1312.SHFE
AL1401,2013-10-29,2013-11-26,AL,SHFE,al1401.SHFE
AL1402,2013-11-27,2013-12-16,AL,SHFE,al1402.SHFE
AL1403,2013-12-17,2014-01-08,AL,SHFE,al1403.SHFE
AL1404,2014-01-09,2014-02-26,AL,SHFE,al1404.SHFE
AL1405,2014-02-27,2014-03-11,AL,SHFE,al1405.SHFE
AL1406,2014-03-12,2014-04-24,AL,SHFE,al1406.SHFE
AL1407,2014-04-25,2014-05-23,AL,SHFE,al1407.SHFE
AL1408,2014-05-26,2014-06-25,AL,SHFE,al1408.SHFE
AL1409,2014-06-26,2014-07-23,AL,SHFE,al1409.SHFE
AL1410,2014-07-24,2014-08-27,AL,SHFE,al1410.SHFE
AL1411,2014-08-28,2014-09-18,AL,SHFE,al1411.SHFE
AL1412,2014-09-19,2014-10-22,AL,SHFE,al1412.SHFE
AL1501,2014-10-23,2014-11-28,AL,SHFE,al1501.SHFE
AL1502,2014-12-01,2014-12-18,AL,SHFE,al1502.SHFE
AL1503,2014-12-19,2015-01-27,AL,SHFE,al1503.SHFE
AL1504,2015-01-28,2015-02-27,AL,SHFE,al1504.SHFE
AL1505,2015-03-02,2015-03-23,AL,SHFE,al1505.SHFE
AL1506,2015-03-24,2015-04-23,AL,SHFE,al1506.SHFE
AL1507,2015-04-24,2015-05-27,AL,SHFE,al1507.SHFE
AL1508,2015-05-28,2015-06-25,AL,SHFE,al1508.SHFE
AL1509,2015-06-26,2015-07-22,AL,SHFE,al1509.SHFE
AL1510,2015-07-23,2015-08-31,AL,SHFE,al1510.SHFE
AL1511,2015-09-01,2015-09-22,AL,SHFE,al1511.SHFE
AL1512,2015-09-23,2015-10-22,AL,SHFE,al1512.SHFE
AL1601,2015-10-23,2015-11-23,AL,SHFE,al1601.SHFE
AL1602,2015-11-24,2015-12-22,AL,SHFE,al1602.SHFE
AL1603,2015-12-23,2016-01-28,AL,SHFE,al1603.SHFE
AL1604,2016-01-29,2016-02-29,AL,SHFE,al1604.SHFE
AL1605,2016-03-01,2016-03-31,AL,SHFE,al1605.SHFE
AL1606,2016-04-01,2016-04-27,AL,SHFE,al1606.SHFE
AL1607,2016-04-28,2016-06-02,AL,SHFE,al1607.SHFE
AL1608,2016-06-03,2016-07-04,AL,SHFE,al1608.SHFE
AL1609,2016-07-05,2016-08-02,AL,SHFE,al1609.SHFE
AL1610,2016-08-03,2016-09-02,AL,SHFE,al1610.SHFE
AL1611,2016-09-05,2016-09-29,AL,SHFE,al1611.SHFE
AL1612,2016-09-30,2016-11-02,AL,SHFE,al1612.SHFE
AL1701,2016-11-03,2016-11-24,AL,SHFE,al1701.SHFE
AL1702,2016-11-25,2017-01-03,AL,SHFE,al1702.SHFE
AL1703,2017-01-04,2017-02-08,AL,SHFE,al1703.SHFE
AL1704,2017-02-09,2017-03-06,AL,SHFE,al1704.SHFE
AL1705,2017-03-07,2017-04-12,AL,SHFE,al1705.SHFE
AL1706,2017-04-13,2017-05-09,AL,SHFE,al1706.SHFE
AL1707,2017-05-10,2017-06-07,AL,SHFE,al1707.SHFE
AL1708,2017-06-08,2017-07-05,AL,SHFE,al1708.SHFE
AL1709,2017-07-06,2017-08-03,AL,SHFE,al1709.SHFE
AL1710,2017-08-04,2017-08-25,AL,SHFE,al1710.SHFE
AL1711,2017-08-28,2017-09-27,AL,SHFE,al1711.SHFE
AL1712,2017-09-28,2017-10-27,AL,SHFE,al1712.SHFE
AL1801,2017-10-30,2017-12-01,AL,SHFE,al1801.SHFE
AL1802,2017-12-04,2018-01-03,AL,SHFE,al1802.SHFE
AL1803,2018-01-04,2018-02-06,AL,SHFE,al1803.SHFE
AL1804,2018-02-07,2018-03-01,AL,SHFE,al1804.SHFE
AL1805,2018-03-02,2018-04-10,AL,SHFE,al1805.SHFE
AL1806,2018-04-11,2018-05-02,AL,SHFE,al1806.SHFE
AL1807,2018-05-03,2018-06-07,AL,SHFE,al1807.SHFE
AL1808,2018-06-08,2018-07-03,AL,SHFE,al1808.SHFE
AL1809,2018-07-04,2018-08-08,AL,SHFE,al1809.SHFE
AL1810,2018-08-09,2018-09-03,AL,SHFE,al1810.SHFE
AL1811,2018-09-04,2018-10-11,AL,SHFE,al1811.SHFE
AL1812,2018-10-12,2018-11-05,AL,SHFE,al1812.SHFE
AL1901,2018-11-06,2018-12-10,AL,SHFE,al1901.SHFE
AL1902,2018-12-11,2019-01-04,AL,SHFE,al1902.SHFE
AL1903,2019-01-07,2019-02-19,AL,SHFE,al1903.SHFE
AL1905,2019-02-20,2019-04-17,AL,SHFE,al1905.SHFE
AL1906,2019-04-18,2019-05-15,AL,SHFE,al1906.SHFE
AL1907,2019-05-16,2019-06-12,AL,SHFE,al1907.SHFE
AL1908,2019-06-13,2019-07-16,AL,SHFE,al1908.SHFE
AL1909,2019-07-17,2019-08-08,AL,SHFE,al1909.SHFE
AL1910,2019-08-09,2019-09-10,AL,SHFE,al1910.SHFE
AL1911,2019-09-11,2019-10-10,AL,SHFE,al1911.SHFE
AL1912,2019-10-11,2019-11-13,AL,SHFE,al1912.SHFE
AL2001,2019-11-14,2019-12-11,AL,SHFE,al2001.SHFE
AL2002,2019-12-12,2019-12-25,AL,SHFE,al2002.SHFE
JM1307,2013-03-22,2013-03-22,JM,DCE,jm1307.DCE
JM1309,2013-03-25,2013-07-01,JM,DCE,jm1309.DCE
JM1401,2013-07-02,2013-11-04,JM,DCE,jm1401.DCE
JM1405,2013-11-05,2014-03-13,JM,DCE,jm1405.DCE
JM1409,2014-03-14,2014-07-23,JM,DCE,jm1409.DCE
JM1501,2014-07-24,2014-11-18,JM,DCE,jm1501.DCE
JM1505,2014-11-19,2015-03-30,JM,DCE,jm1505.DCE
JM1509,2015-03-31,2015-08-10,JM,DCE,jm1509.DCE
JM1601,2015-08-11,2015-11-24,JM,DCE,jm1601.DCE
JM1605,2015-11-25,2016-03-31,JM,DCE,jm1605.DCE
JM1609,2016-04-01,2016-08-15,JM,DCE,jm1609.DCE
JM1701,2016-08-16,2016-11-29,JM,DCE,jm1701.DCE
JM1705,2016-11-30,2017-03-30,JM,DCE,jm1705.DCE
JM1709,2017-03-31,2017-08-03,JM,DCE,jm1709.DCE
JM1801,2017-08-04,2017-11-30,JM,DCE,jm1801.DCE
JM1805,2017-12-01,2018-04-11,JM,DCE,jm1805.DCE
JM1809,2018-04-12,2018-08-08,JM,DCE,jm1809.DCE
JM1901,2018-08-09,2018-12-12,JM,DCE,jm1901.DCE
JM1905,2018-12-13,2019-04-09,JM,DCE,jm1905.DCE
JM1909,2019-04-10,2019-08-16,JM,DCE,jm1909.DCE
JM2001,2019-08-19,2019-12-19,JM,DCE,jm2001.DCE
JM2005,2019-12-20,2019-12-25,JM,DCE,jm2005.DCE
PP1405,2014-02-28,2014-03-03,PP,DCE,pp1405.DCE
PP1409,2014-03-04,2014-07-30,PP,DCE,pp1409.DCE
PP1501,2014-07-31,2014-11-24,PP,DCE,pp1501.DCE
PP1505,2014-11-25,2015-03-13,PP,DCE,pp1505.DCE
PP1509,2015-03-16,2015-08-03,PP,DCE,pp1509.DCE
PP1601,2015-08-04,2015-11-25,PP,DCE,pp1601.DCE
PP1605,2015-11-26,2016-03-29,PP,DCE,pp1605.DCE
PP1609,2016-03-30,2016-08-15,PP,DCE,pp1609.DCE
PP1701,2016-08-16,2016-11-30,PP,DCE,pp1701.DCE
PP1705,2016-12-01,2017-04-10,PP,DCE,pp1705.DCE
PP1709,2017-04-11,2017-08-08,PP,DCE,pp1709.DCE
PP1801,2017-08-09,2017-11-30,PP,DCE,pp1801.DCE
PP1805,2017-12-01,2018-04-09,PP,DCE,pp1805.DCE
PP1809,2018-04-10,2018-08-06,PP,DCE,pp1809.DCE
PP1901,2018-08-07,2018-12-05,PP,DCE,pp1901.DCE
PP1905,2018-12-06,2019-04-04,PP,DCE,pp1905.DCE
PP1909,2019-04-08,2019-08-01,PP,DCE,pp1909.DCE
PP2001,2019-08-02,2019-12-06,PP,DCE,pp2001.DCE
PP2005,2019-12-09,2019-12-25,PP,DCE,pp2005.DCE
ZN0707,2007-03-26,2007-06-05,ZN,SHFE,zn0707.SHFE
ZN0708,2007-06-06,2007-06-28,ZN,SHFE,zn0708.SHFE
ZN0709,2007-06-29,2007-07-31,ZN,SHFE,zn0709.SHFE
ZN0710,2007-08-01,2007-08-29,ZN,SHFE,zn0710.SHFE
ZN0711,2007-08-30,2007-09-26,ZN,SHFE,zn0711.SHFE
ZN0712,2007-09-27,2007-10-26,ZN,SHFE,zn0712.SHFE
ZN0801,2007-10-29,2007-11-26,ZN,SHFE,zn0801.SHFE
ZN0802,2007-11-27,2007-12-21,ZN,SHFE,zn0802.SHFE
ZN0803,2007-12-24,2008-01-21,ZN,SHFE,zn0803.SHFE
ZN0804,2008-01-22,2008-02-20,ZN,SHFE,zn0804.SHFE
ZN0805,2008-02-21,2008-03-19,ZN,SHFE,zn0805.SHFE
ZN0806,2008-03-20,2008-04-22,ZN,SHFE,zn0806.SHFE
ZN0807,2008-04-23,2008-05-27,ZN,SHFE,zn0807.SHFE
ZN0808,2008-05-28,2008-06-23,ZN,SHFE,zn0808.SHFE
ZN0809,2008-06-24,2008-07-18,ZN,SHFE,zn0809.SHFE
ZN0810,2008-07-21,2008-08-15,ZN,SHFE,zn0810.SHFE
ZN0811,2008-08-18,2008-09-18,ZN,SHFE,zn0811.SHFE
ZN0812,2008-09-19,2008-10-17,ZN,SHFE,zn0812.SHFE
ZN0901,2008-10-20,2008-11-21,ZN,SHFE,zn0901.SHFE
ZN0902,2008-11-24,2008-12-15,ZN,SHFE,zn0902.SHFE
ZN0903,2008-12-16,2009-01-16,ZN,SHFE,zn0903.SHFE
ZN0904,2009-01-19,2009-02-09,ZN,SHFE,zn0904.SHFE
ZN0905,2009-02-10,2009-03-05,ZN,SHFE,zn0905.SHFE
ZN0906,2009-03-06,2009-03-31,ZN,SHFE,zn0906.SHFE
ZN0907,2009-04-01,2009-04-28,ZN,SHFE,zn0907.SHFE
ZN0908,2009-04-29,2009-06-01,ZN,SHFE,zn0908.SHFE
ZN0909,2009-06-02,2009-07-01,ZN,SHFE,zn0909.SHFE
ZN0910,2009-07-02,2009-07-24,ZN,SHFE,zn0910.SHFE
ZN0911,2009-07-27,2009-08-24,ZN,SHFE,zn0911.SHFE
ZN0912,2009-08-25,2009-10-09,ZN,SHFE,zn0912.SHFE
ZN1001,2009-10-12,2009-11-12,ZN,SHFE,zn1001.SHFE
ZN1002,2009-11-13,2009-11-26,ZN,SHFE,zn1002.SHFE
ZN1003,2009-11-27,2009-12-25,ZN,SHFE,zn1003.SHFE
ZN1004,2009-12-28,2010-01-19,ZN,SHFE,zn1004.SHFE
ZN1005,2010-01-20,2010-02-24,ZN,SHFE,zn1005.SHFE
ZN1006,2010-02-25,2010-03-29,ZN,SHFE,zn1006.SHFE
ZN1007,2010-03-30,2010-05-05,ZN,SHFE,zn1007.SHFE
ZN1008,2010-05-06,2010-05-27,ZN,SHFE,zn1008.SHFE
ZN1009,2010-05-28,2010-06-28,ZN,SHFE,zn1009.SHFE
ZN1010,2010-06-29,2010-07-26,ZN,SHFE,zn1010.SHFE
ZN1011,2010-07-27,2010-08-13,ZN,SHFE,zn1011.SHFE
ZN1012,2010-08-16,2010-09-10,ZN,SHFE,zn1012.SHFE
ZN1101,2010-09-13,2010-10-21,ZN,SHFE,zn1101.SHFE
ZN1102,2010-10-22,2010-11-18,ZN,SHFE,zn1102.SHFE
ZN1103,2010-11-19,2010-12-30,ZN,SHFE,zn1103.SHFE
ZN1104,2010-12-31,2011-02-10,ZN,SHFE,zn1104.SHFE
ZN1105,2011-02-11,2011-03-17,ZN,SHFE,zn1105.SHFE
ZN1106,2011-03-18,2011-04-25,ZN,SHFE,zn1106.SHFE
ZN1107,2011-04-26,2011-05-25,ZN,SHFE,zn1107.SHFE
ZN1108,2011-05-26,2011-06-23,ZN,SHFE,zn1108.SHFE
ZN1109,2011-06-24,2011-07-18,ZN,SHFE,zn1109.SHFE
ZN1110,2011-07-19,2011-08-15,ZN,SHFE,zn1110.SHFE
ZN1111,2011-08-16,2011-09-21,ZN,SHFE,zn1111.SHFE
ZN1112,2011-09-22,2011-10-19,ZN,SHFE,zn1112.SHFE
ZN1201,2011-10-20,2011-11-18,ZN,SHFE,zn1201.SHFE
ZN1202,2011-11-21,2011-12-15,ZN,SHFE,zn1202.SHFE
ZN1203,2011-12-16,2012-01-16,ZN,SHFE,zn1203.SHFE
ZN1204,2012-01-17,2012-02-14,ZN,SHFE,zn1204.SHFE
ZN1205,2012-02-15,2012-03-08,ZN,SHFE,zn1205.SHFE
ZN1206,2012-03-09,2012-04-06,ZN,SHFE,zn1206.SHFE
ZN1207,2012-04-09,2012-05-08,ZN,SHFE,zn1207.SHFE
ZN1208,2012-05-09,2012-05-28,ZN,SHFE,zn1208.SHFE
ZN1209,2012-05-29,2012-06-25,ZN,SHFE,zn1209.SHFE
ZN1210,2012-06-26,2012-07-23,ZN,SHFE,zn1210.SHFE
ZN1211,2012-07-24,2012-08-16,ZN,SHFE,zn1211.SHFE
ZN1212,2012-08-17,2012-09-20,ZN,SHFE,zn1212.SHFE
ZN1301,2012-09-21,2012-11-05,ZN,SHFE,zn1301.SHFE
ZN1302,2012-11-06,2012-12-07,ZN,SHFE,zn1302.SHFE
ZN1303,2012-12-10,2013-01-07,ZN,SHFE,zn1303.SHFE
ZN1304,2013-01-08,2013-01-29,ZN,SHFE,zn1304.SHFE
ZN1305,2013-01-30,2013-03-06,ZN,SHFE,zn1305.SHFE
