dominant,start,end,underlying,exchange,vt_symbol
FU1812,2018-06-28,2018-06-28,FU,SHFE,fu1812.SHFE
FU1901,2018-07-16,2018-11-19,FU,SHFE,fu1901.SHFE
FU1905,2018-11-20,2019-04-04,FU,SHFE,fu1905.SHFE
FU1909,2019-04-08,2019-07-15,FU,SHFE,fu1909.SHFE
FU2001,2019-07-16,2019-11-27,FU,SHFE,fu2001.SHFE
FU2005,2019-11-28,2019-12-25,FU,SHFE,fu2005.SHFE
C0501,2004-09-22,2004-09-24,C,DCE,c0501.DCE
C0505,2004-09-27,2005-03-21,C,DCE,c0505.DCE
C0507,2005-03-22,2005-05-12,C,DCE,c0507.DCE
C0509,2005-05-13,2005-07-21,C,DCE,c0509.DCE
C0511,2005-07-22,2005-08-11,C,DCE,c0511.DCE
C0601,2005-08-12,2005-10-10,C,DCE,c0601.DCE
C0605,2005-10-11,2005-11-16,C,DCE,c0605.DCE
C0609,2005-11-17,2006-04-18,C,DCE,c0609.DCE
C0701,2006-04-19,2006-05-18,C,DCE,c0701.DCE
C0703,2006-05-19,2006-07-27,C,DCE,c0703.DCE
C0705,2006-07-28,2007-01-16,C,DCE,c0705.DCE
C0709,2007-01-17,2007-06-25,C,DCE,c0709.DCE
C0801,2007-06-26,2007-08-13,C,DCE,c0801.DCE
C0805,2007-08-14,2008-01-15,C,DCE,c0805.DCE
C0809,2008-01-16,2008-04-17,C,DCE,c0809.DCE
C0901,2008-04-18,2008-08-25,C,DCE,c0901.DCE
C0905,2008-08-26,2009-02-16,C,DCE,c0905.DCE
C0909,2009-02-17,2009-06-05,C,DCE,c0909.DCE
C1001,2009-06-08,2009-08-13,C,DCE,c1001.DCE
C1005,2009-08-14,2009-12-28,C,DCE,c1005.DCE
C1009,2009-12-29,2010-06-23,C,DCE,c1009.DCE
C1101,2010-06-24,2010-08-27,C,DCE,c1101.DCE
C1105,2010-08-30,2010-11-15,C,DCE,c1105.DCE
C1109,2010-11-16,2011-05-23,C,DCE,c1109.DCE
C1201,2011-05-24,2011-08-09,C,DCE,c1201.DCE
C1205,2011-08-10,2011-12-09,C,DCE,c1205.DCE
C1209,2011-12-12,2012-07-09,C,DCE,c1209.DCE
C1301,2012-07-10,2012-10-24,C,DCE,c1301.DCE
C1305,2012-10-25,2013-02-18,C,DCE,c1305.DCE
C1309,2013-02-19,2013-07-05,C,DCE,c1309.DCE
C1401,2013-07-08,2013-10-16,C,DCE,c1401.DCE
C1405,2013-10-17,2014-03-27,C,DCE,c1405.DCE
C1409,2014-03-28,2014-07-14,C,DCE,c1409.DCE
C1501,2014-07-15,2014-10-13,C,DCE,c1501.DCE
C1505,2014-10-14,2015-01-27,C,DCE,c1505.DCE
C1509,2015-01-28,2015-07-27,C,DCE,c1509.DCE
C1601,2015-07-28,2015-09-09,C,DCE,c1601.DCE
C1605,2015-09-10,2016-02-22,C,DCE,c1605.DCE
C1609,2016-02-23,2016-03-28,C,DCE,c1609.DCE
C1701,2016-03-29,2016-11-14,C,DCE,c1701.DCE
C1705,2016-11-15,2017-03-09,C,DCE,c1705.DCE
C1709,2017-03-10,2017-08-02,C,DCE,c1709.DCE
C1801,2017-08-03,2017-12-05,C,DCE,c1801.DCE
C1805,2017-12-06,2018-03-15,C,DCE,c1805.DCE
C1809,2018-03-16,2018-07-09,C,DCE,c1809.DCE
C1901,2018-07-10,2018-11-15,C,DCE,c1901.DCE
C1905,2018-11-16,2019-03-26,C,DCE,c1905.DCE
C1909,2019-03-27,2019-08-01,C,DCE,c1909.DCE
C2001,2019-08-02,2019-11-28,C,DCE,c2001.DCE
C2005,2019-11-29,2019-12-25,C,DCE,c2005.DCE
AP1805,2017-12-22,2018-04-11,AP,CZCE,AP805.CZCE
AP1810,2018-04-12,2018-07-17,AP,CZCE,AP810.CZCE
AP1901,2018-07-18,2018-11-08,AP,CZCE,AP901.CZCE
AP1905,2018-11-09,2019-04-15,AP,CZCE,AP905.CZCE
AP1910,2019-04-16,2019-09-12,AP,CZCE,AP910.CZCE
AP2001,2019-09-16,2019-12-17,AP,CZCE,AP001.CZCE
AP2005,2019-12-18,2019-12-25,AP,CZCE,AP005.CZCE
WR0909,2009-03-27,2009-07-29,WR,SHFE,wr0909.SHFE
WR0910,2009-07-30,2009-08-14,WR,SHFE,wr0910.SHFE
WR0911,2009-08-17,2009-10-13,WR,SHFE,wr0911.SHFE
WR0912,2009-10-14,2009-10-19,WR,SHFE,wr0912.SHFE
WR1001,2009-10-20,2009-11-10,WR,SHFE,wr1001.SHFE
WR1002,2009-11-11,2009-12-22,WR,SHFE,wr1002.SHFE
WR1005,2009-12-23,2010-05-14,WR,SHFE,wr1005.SHFE
WR1010,2010-05-17,2010-09-29,WR,SHFE,wr1010.SHFE
WR1011,2010-10-21,2010-10-25,WR,SHFE,wr1011.SHFE
WR1101,2010-10-26,2010-11-19,WR,SHFE,wr1101.SHFE
WR1105,2010-11-22,2011-01-21,WR,SHFE,wr1105.SHFE
WR1108,2010-09-30,2010-10-20,WR,SHFE,wr1108.SHFE
WR1110,2011-04-26,2011-10-14,WR,SHFE,wr1110.SHFE
WR1111,2011-01-24,2011-04-25,WR,SHFE,wr1111.SHFE
WR1206,2011-10-17,2012-06-04,WR,SHFE,wr1206.SHFE
WR1210,2012-06-05,2012-07-30,WR,SHFE,wr1210.SHFE
WR1301,2012-07-31,2012-12-11,WR,SHFE,wr1301.SHFE
WR1305,2012-12-12,2013-02-22,WR,SHFE,wr1305.SHFE
WR1309,2013-04-22,2013-04-26,WR,SHFE,wr1309.SHFE
WR1310,2013-02-25,2013-04-19,WR,SHFE,wr1310.SHFE
WR1402,2013-05-21,2014-02-14,WR,SHFE,wr1402.SHFE
WR1403,2013-05-02,2013-05-20,WR,SHFE,wr1403.SHFE
WR1409,2014-02-17,2014-09-12,WR,SHFE,wr1409.SHFE
WR1504,2014-09-15,2015-04-14,WR,SHFE,wr1504.SHFE
WR1510,2015-04-15,2015-10-14,WR,SHFE,wr1510.SHFE
WR1604,2015-10-15,2016-04-14,WR,SHFE,wr1604.SHFE
WR1703,2016-04-15,2017-03-14,WR,SHFE,wr1703.SHFE
WR1710,2017-04-27,2017-10-13,WR,SHFE,wr1710.SHFE
WR1712,2017-03-15,2017-04-26,WR,SHFE,wr1712.SHFE
WR1809,2017-10-16,2018-08-30,WR,SHFE,wr1809.SHFE
WR1902,2018-08-31,2018-08-31,WR,SHFE,wr1902.SHFE
WR1903,2018-10-16,2018-10-16,WR,SHFE,wr1903.SHFE
WR1905,2018-10-17,2019-05-13,WR,SHFE,wr1905.SHFE
WR1907,2019-05-14,2019-07-12,WR,SHFE,wr1907.SHFE
WR1910,2019-07-15,2019-10-14,WR,SHFE,wr1910.SHFE
WR2001,2019-10-15,2019-12-25,WR,SHFE,wr2001.SHFE
SR0605,2006-01-06,2006-02-21,SR,CZCE,SR605.CZCE
SR0609,2006-02-22,2006-04-03,SR,CZCE,SR609.CZCE
SR0701,2006-04-04,2006-05-10,SR,CZCE,SR701.CZCE
SR0703,2006-05-11,2006-10-25,SR,CZCE,SR703.CZCE
SR0705,2006-10-26,2007-03-20,SR,CZCE,SR705.CZCE
SR0707,2007-03-21,2007-04-24,SR,CZCE,SR707.CZCE
SR0709,2007-04-25,2007-05-31,SR,CZCE,SR709.CZCE
SR0801,2007-06-01,2007-08-17,SR,CZCE,SR801.CZCE
SR0805,2007-08-20,2007-12-10,SR,CZCE,SR805.CZCE
SR0807,2007-12-11,2008-02-20,SR,CZCE,SR807.CZCE
SR0809,2008-02-21,2008-04-16,SR,CZCE,SR809.CZCE
SR0901,2008-04-17,2008-09-16,SR,CZCE,SR901.CZCE
SR0905,2008-09-17,2009-02-02,SR,CZCE,SR905.CZCE
SR0909,2009-02-03,2009-05-13,SR,CZCE,SR909.CZCE
SR1001,2009-05-14,2009-07-31,SR,CZCE,SR001.CZCE
SR1005,2009-08-03,2009-11-20,SR,CZCE,SR005.CZCE
SR1009,2009-11-23,2010-03-18,SR,CZCE,SR009.CZCE
SR1101,2010-03-19,2010-08-18,SR,CZCE,SR101.CZCE
SR1105,2010-08-19,2010-11-01,SR,CZCE,SR105.CZCE
SR1109,2010-11-02,2011-06-14,SR,CZCE,SR109.CZCE
SR1201,2011-06-15,2011-09-19,SR,CZCE,SR201.CZCE
SR1205,2011-09-20,2011-12-28,SR,CZCE,SR205.CZCE
SR1209,2011-12-29,2012-05-28,SR,CZCE,SR209.CZCE
SR1301,2012-05-29,2012-10-26,SR,CZCE,SR301.CZCE
SR1305,2012-10-29,2013-01-23,SR,CZCE,SR305.CZCE
SR1309,2013-01-24,2013-06-28,SR,CZCE,SR309.CZCE
SR1401,2013-07-01,2013-11-11,SR,CZCE,SR401.CZCE
SR1405,2013-11-12,2014-02-21,SR,CZCE,SR405.CZCE
SR1409,2014-02-24,2014-06-18,SR,CZCE,SR409.CZCE
SR1501,2014-06-19,2014-11-11,SR,CZCE,SR501.CZCE
SR1505,2014-11-12,2015-02-13,SR,CZCE,SR505.CZCE
SR1509,2015-02-16,2015-06-24,SR,CZCE,SR509.CZCE
SR1601,2015-06-25,2015-11-17,SR,CZCE,SR601.CZCE
SR1605,2015-11-18,2016-03-01,SR,CZCE,SR605.CZCE
SR1609,2016-03-02,2016-07-21,SR,CZCE,SR609.CZCE
SR1701,2016-07-22,2016-12-07,SR,CZCE,SR701.CZCE
SR1705,2016-12-08,2017-03-30,SR,CZCE,SR705.CZCE
SR1709,2017-03-31,2017-07-17,SR,CZCE,SR709.CZCE
SR1801,2017-07-18,2017-12-13,SR,CZCE,SR801.CZCE
SR1805,2017-12-14,2018-03-29,SR,CZCE,SR805.CZCE
SR1809,2018-03-30,2018-07-30,SR,CZCE,SR809.CZCE
SR1901,2018-07-31,2018-11-12,SR,CZCE,SR901.CZCE
SR1905,2018-11-13,2019-03-19,SR,CZCE,SR905.CZCE
SR1909,2019-03-20,2019-07-26,SR,CZCE,SR909.CZCE
SR2001,2019-07-29,2019-12-03,SR,CZCE,SR001.CZCE
SR2005,2019-12-04,2019-12-25,SR,CZCE,SR005.CZCE
IF1005,2010-04-16,2010-05-17,IF,CFFEX,IF1005.CFFEX
IF1006,2010-05-18,2010-06-17,IF,CFFEX,IF1006.CFFEX
IF1007,2010-06-18,2010-07-14,IF,CFFEX,IF1007.CFFEX
IF1008,2010-07-15,2010-08-17,IF,CFFEX,IF1008.CFFEX
IF1009,2010-08-18,2010-09-16,IF,CFFEX,IF1009.CFFEX
IF1010,2010-09-17,2010-10-14,IF,CFFEX,IF1010.CFFEX
IF1011,2010-10-15,2010-11-11,IF,CFFEX,IF1011.CFFEX
IF1012,2010-11-12,2010-12-15,IF,CFFEX,IF1012.CFFEX
IF1101,2010-12-16,2011-01-19,IF,CFFEX,IF1101.CFFEX
IF1102,2011-01-20,2011-02-14,IF,CFFEX,IF1102.CFFEX
IF1103,2011-02-15,2011-03-16,IF,CFFEX,IF1103.CFFEX
IF1104,2011-03-17,2011-04-13,IF,CFFEX,IF1104.CFFEX
IF1105,2011-04-14,2011-05-17,IF,CFFEX,IF1105.CFFEX
IF1106,2011-05-18,2011-06-16,IF,CFFEX,IF1106.CFFEX
IF1107,2011-06-17,2011-07-14,IF,CFFEX,IF1107.CFFEX
IF1108,2011-07-15,2011-08-15,IF,CFFEX,IF1108.CFFEX
IF1109,2011-08-16,2011-09-15,IF,CFFEX,IF1109.CFFEX
IF1110,2011-09-16,2011-10-18,IF,CFFEX,IF1110.CFFEX
IF1111,2011-10-19,2011-11-15,IF,CFFEX,IF1111.CFFEX
IF1112,2011-11-16,2011-12-15,IF,CFFEX,IF1112.CFFEX
IF1201,2011-12-16,2012-01-17,IF,CFFEX,IF1201.CFFEX
IF1202,2012-01-18,2012-02-14,IF,CFFEX,IF1202.CFFEX
IF1203,2012-02-15,2012-03-14,IF,CFFEX,IF1203.CFFEX
IF1204,2012-03-15,2012-04-17,IF,CFFEX,IF1204.CFFEX
IF1205,2012-04-18,2012-05-15,IF,CFFEX,IF1205.CFFEX
IF1206,2012-05-16,2012-06-12,IF,CFFEX,IF1206.CFFEX
IF1207,2012-06-13,2012-07-18,IF,CFFEX,IF1207.CFFEX
IF1208,2012-07-19,2012-08-15,IF,CFFEX,IF1208.CFFEX
IF1209,2012-08-16,2012-09-18,IF,CFFEX,IF1209.CFFEX
IF1210,2012-09-19,2012-10-17,IF,CFFEX,IF1210.CFFEX
IF1211,2012-10-18,2012-11-14,IF,CFFEX,IF1211.CFFEX
IF1212,2012-11-15,2012-12-17,IF,CFFEX,IF1212.CFFEX
IF1301,2012-12-18,2013-01-16,IF,CFFEX,IF1301.CFFEX
IF1302,2013-01-17,2013-02-04,IF,CFFEX,IF1302.CFFEX
IF1303,2013-02-05,2013-03-14,IF,CFFEX,IF1303.CFFEX
IF1304,2013-03-15,2013-04-17,IF,CFFEX,IF1304.CFFEX
IF1305,2013-04-18,2013-05-10,IF,CFFEX,IF1305.CFFEX
IF1306,2013-05-13,2013-06-18,IF,CFFEX,IF1306.CFFEX
IF1307,2013-06-19,2013-07-17,IF,CFFEX,IF1307.CFFEX
IF1308,2013-07-18,2013-08-13,IF,CFFEX,IF1308.CFFEX
IF1309,2013-08-14,2013-09-17,IF,CFFEX,IF1309.CFFEX
IF1310,2013-09-18,2013-10-17,IF,CFFEX,IF1310.CFFEX
IF1311,2013-10-18,2013-11-13,IF,CFFEX,IF1311.CFFEX
IF1312,2013-11-14,2013-12-19,IF,CFFEX,IF1312.CFFEX
IF1401,2013-12-20,2014-01-16,IF,CFFEX,IF1401.CFFEX
IF1402,2014-01-17,2014-02-17,IF,CFFEX,IF1402.CFFEX
IF1403,2014-02-18,2014-03-19,IF,CFFEX,IF1403.CFFEX
IF1404,2014-03-20,2014-04-17,IF,CFFEX,IF1404.CFFEX
IF1405,2014-04-18,2014-05-13,IF,CFFEX,IF1405.CFFEX
IF1406,2014-05-14,2014-06-17,IF,CFFEX,IF1406.CFFEX
IF1407,2014-06-18,2014-07-17,IF,CFFEX,IF1407.CFFEX
IF1408,2014-07-18,2014-08-13,IF,CFFEX,IF1408.CFFEX
IF1409,2014-08-14,2014-09-17,IF,CFFEX,IF1409.CFFEX
IF1410,2014-09-18,2014-10-16,IF,CFFEX,IF1410.CFFEX
IF1411,2014-10-17,2014-11-18,IF,CFFEX,IF1411.CFFEX
IF1412,2014-11-19,2014-12-16,IF,CFFEX,IF1412.CFFEX
IF1501,2014-12-17,2015-01-15,IF,CFFEX,IF1501.CFFEX
IF1502,2015-01-16,2015-02-12,IF,CFFEX,IF1502.CFFEX
IF1503,2015-02-13,2015-03-18,IF,CFFEX,IF1503.CFFEX
IF1504,2015-03-19,2015-04-16,IF,CFFEX,IF1504.CFFEX
IF1505,2015-04-17,2015-05-12,IF,CFFEX,IF1505.CFFEX
IF1506,2015-05-13,2015-06-17,IF,CFFEX,IF1506.CFFEX
IF1507,2015-06-18,2015-07-16,IF,CFFEX,IF1507.CFFEX
IF1508,2015-07-17,2015-08-18,IF,CFFEX,IF1508.CFFEX
IF1509,2015-08-19,2015-09-17,IF,CFFEX,IF1509.CFFEX
IF1510,2015-09-18,2015-10-15,IF,CFFEX,IF1510.CFFEX
IF1511,2015-10-16,2015-11-16,IF,CFFEX,IF1511.CFFEX
IF1512,2015-11-17,2015-12-17,IF,CFFEX,IF1512.CFFEX
IF1601,2015-12-18,2016-01-14,IF,CFFEX,IF1601.CFFEX
IF1602,2016-01-15,2016-02-16,IF,CFFEX,IF1602.CFFEX
IF1603,2016-02-17,2016-03-17,IF,CFFEX,IF1603.CFFEX
IF1604,2016-03-18,2016-04-14,IF,CFFEX,IF1604.CFFEX
IF1605,2016-04-15,2016-05-17,IF,CFFEX,IF1605.CFFEX
IF1606,2016-05-18,2016-06-15,IF,CFFEX,IF1606.CFFEX
IF1607,2016-06-16,2016-07-13,IF,CFFEX,IF1607.CFFEX
IF1608,2016-07-14,2016-08-16,IF,CFFEX,IF1608.CFFEX
IF1609,2016-08-17,2016-09-13,IF,CFFEX,IF1609.CFFEX
IF1610,2016-09-14,2016-10-19,IF,CFFEX,IF1610.CFFEX
IF1611,2016-10-20,2016-11-15,IF,CFFEX,IF1611.CFFEX
IF1612,2016-11-16,2016-12-14,IF,CFFEX,IF1612.CFFEX
IF1701,2016-12-15,2017-01-18,IF,CFFEX,IF1701.CFFEX
IF1702,2017-01-19,2017-02-13,IF,CFFEX,IF1702.CFFEX
IF1703,2017-02-14,2017-03-15,IF,CFFEX,IF1703.CFFEX
IF1704,2017-03-16,2017-04-19,IF,CFFEX,IF1704.CFFEX
IF1705,2017-04-20,2017-05-16,IF,CFFEX,IF1705.CFFEX
IF1706,2017-05-17,2017-06-15,IF,CFFEX,IF1706.CFFEX
IF1707,2017-06-16,2017-07-20,IF,CFFEX,IF1707.CFFEX
IF1708,2017-07-21,2017-08-15,IF,CFFEX,IF1708.CFFEX
IF1709,2017-08-16,2017-09-14,IF,CFFEX,IF1709.CFFEX
IF1710,2017-09-15,2017-10-19,IF,CFFEX,IF1710.CFFEX
IF1711,2017-10-20,2017-11-14,IF,CFFEX,IF1711.CFFEX
IF1712,2017-11-15,2017-12-13,IF,CFFEX,IF1712.CFFEX
IF1801,2017-12-14,2018-01-18,IF,CFFEX,IF1801.CFFEX
IF1802,2018-01-19,2018-02-08,IF,CFFEX,IF1802.CFFEX
IF1803,2018-02-09,2018-03-15,IF,CFFEX,IF1803.CFFEX
IF1804,2018-03-16,2018-04-19,IF,CFFEX,IF1804.CFFEX
IF1805,2018-04-20,2018-05-15,IF,CFFEX,IF1805.CFFEX
IF1806,2018-05-16,2018-06-14,IF,CFFEX,IF1806.CFFEX
IF1807,2018-06-15,2018-07-19,IF,CFFEX,IF1807.CFFEX
IF1808,2018-07-20,2018-08-14,IF,CFFEX,IF1808.CFFEX
IF1809,2018-08-15,2018-09-20,IF,CFFEX,IF1809.CFFEX
IF1810,2018-09-21,2018-10-18,IF,CFFEX,IF1810.CFFEX
IF1811,2018-10-19,2018-11-13,IF,CFFEX,IF1811.CFFEX
IF1812,2018-11-14,2018-12-20,IF,CFFEX,IF1812.CFFEX
IF1901,2018-12-21,2019-01-17,IF,CFFEX,IF1901.CFFEX
IF1902,2019-01-18,2019-02-11,IF,CFFEX,IF1902.CFFEX
IF1903,2019-02-12,2019-03-14,IF,CFFEX,IF1903.CFFEX
IF1904,2019-03-15,2019-04-18,IF,CFFEX,IF1904.CFFEX
IF1905,2019-04-19,2019-05-15,IF,CFFEX,IF1905.CFFEX
IF1906,2019-05-16,2019-06-20,IF,CFFEX,IF1906.CFFEX
IF1907,2019-06-21,2019-07-18,IF,CFFEX,IF1907.CFFEX
IF1908,2019-07-19,2019-08-14,IF,CFFEX,IF1908.CFFEX
IF1909,2019-08-15,2019-09-19,IF,CFFEX,IF1909.CFFEX
IF1910,2019-09-20,2019-10-17,IF,CFFEX,IF1910.CFFEX
IF1911,2019-10-18,2019-11-13,IF,CFFEX,IF1911.CFFEX
IF1912,2019-11-14,2019-12-19,IF,CFFEX,IF1912.CFFEX
IF2001,2019-12-20,2019-12-25,IF,CFFEX,IF2001.CFFEX
TF1312,2013-09-06,2013-11-27,TF,CFFEX,TF1312.CFFEX
TF1403,2013-11-28,2014-02-20,TF,CFFEX,TF1403.CFFEX
TF1406,2014-02-21,2014-05-15,TF,CFFEX,TF1406.CFFEX
TF1409,2014-05-16,2014-08-13,TF,CFFEX,TF1409.CFFEX
TF1412,2014-08-14,2014-11-04,TF,CFFEX,TF1412.CFFEX
TF1503,2014-11-05,2015-02-04,TF,CFFEX,TF1503.CFFEX
TF1506,2015-02-05,2015-05-18,TF,CFFEX,TF1506.CFFEX
TF1509,2015-05-19,2015-08-17,TF,CFFEX,TF1509.CFFEX
TF1512,2015-08-18,2015-11-18,TF,CFFEX,TF1512.CFFEX
TF1603,2015-11-19,2016-02-05,TF,CFFEX,TF1603.CFFEX
TF1606,2016-02-15,2016-04-29,TF,CFFEX,TF1606.CFFEX
TF1609,2016-05-03,2016-08-10,TF,CFFEX,TF1609.CFFEX
TF1612,2016-08-11,2016-11-09,TF,CFFEX,TF1612.CFFEX
TF1703,2016-11-10,2017-01-24,TF,CFFEX,TF1703.CFFEX
TF1706,2017-01-25,2017-05-11,TF,CFFEX,TF1706.CFFEX
TF1709,2017-05-12,2017-08-09,TF,CFFEX,TF1709.CFFEX
TF1712,2017-08-10,2017-11-10,TF,CFFEX,TF1712.CFFEX
TF1803,2017-11-13,2018-02-09,TF,CFFEX,TF1803.CFFEX
TF1806,2018-02-12,2018-05-15,TF,CFFEX,TF1806.CFFEX
TF1809,2018-05-16,2018-08-13,TF,CFFEX,TF1809.CFFEX
TF1812,2018-08-14,2018-11-16,TF,CFFEX,TF1812.CFFEX
TF1903,2018-11-19,2019-02-19,TF,CFFEX,TF1903.CFFEX
TF1906,2019-02-20,2019-05-21,TF,CFFEX,TF1906.CFFEX
TF1909,2019-05-22,2019-08-13,TF,CFFEX,TF1909.CFFEX
TF1912,2019-08-14,2019-11-19,TF,CFFEX,TF1912.CFFEX
TF2003,2019-11-20,2019-12-25,TF,CFFEX,TF2003.CFFEX
T1509,2015-03-20,2015-08-12,T,CFFEX,T1509.CFFEX
T1512,2015-08-13,2015-11-16,T,CFFEX,T1512.CFFEX
T1603,2015-11-17,2016-02-04,T,CFFEX,T1603.CFFEX
T1606,2016-02-05,2016-05-05,T,CFFEX,T1606.CFFEX
T1609,2016-05-06,2016-08-08,T,CFFEX,T1609.CFFEX
T1612,2016-08-09,2016-11-08,T,CFFEX,T1612.CFFEX
T1703,2016-11-09,2017-01-19,T,CFFEX,T1703.CFFEX
T1706,2017-01-20,2017-05-09,T,CFFEX,T1706.CFFEX
T1709,2017-05-10,2017-08-07,T,CFFEX,T1709.CFFEX
T1712,2017-08-08,2017-11-09,T,CFFEX,T1712.CFFEX
T1803,2017-11-10,2018-02-07,T,CFFEX,T1803.CFFEX
T1806,2018-02-08,2018-05-16,T,CFFEX,T1806.CFFEX
T1809,2018-05-17,2018-08-13,T,CFFEX,T1809.CFFEX
T1812,2018-08-14,2018-11-13,T,CFFEX,T1812.CFFEX
T1903,2018-11-14,2019-02-19,T,CFFEX,T1903.CFFEX
T1906,2019-02-20,2019-05-20,T,CFFEX,T1906.CFFEX
T1909,2019-05-21,2019-08-14,T,CFFEX,T1909.CFFEX
T1912,2019-08-15,2019-11-15,T,CFFEX,T1912.CFFEX
T2003,2019-11-18,2019-12-25,T,CFFEX,T2003.CFFEX
IC1505,2015-04-16,2015-05-13,IC,CFFEX,IC1505.CFFEX
IC1506,2015-05-14,2015-06-17,IC,CFFEX,IC1506.CFFEX
IC1507,2015-06-18,2015-07-15,IC,CFFEX,IC1507.CFFEX
IC1508,2015-07-16,2015-08-19,IC,CFFEX,IC1508.CFFEX
IC1509,2015-08-20,2015-09-17,IC,CFFEX,IC1509.CFFEX
IC1510,2015-09-18,2015-10-15,IC,CFFEX,IC1510.CFFEX
IC1511,2015-10-16,2015-11-18,IC,CFFEX,IC1511.CFFEX
IC1512,2015-11-19,2015-12-17,IC,CFFEX,IC1512.CFFEX
IC1601,2015-12-18,2016-01-14,IC,CFFEX,IC1601.CFFEX
IC1602,2016-01-15,2016-02-17,IC,CFFEX,IC1602.CFFEX
IC1603,2016-02-18,2016-03-17,IC,CFFEX,IC1603.CFFEX
IC1604,2016-03-18,2016-04-14,IC,CFFEX,IC1604.CFFEX
IC1605,2016-04-15,2016-05-18,IC,CFFEX,IC1605.CFFEX
IC1606,2016-05-19,2016-06-16,IC,CFFEX,IC1606.CFFEX
IC1607,2016-06-17,2016-07-14,IC,CFFEX,IC1607.CFFEX
IC1608,2016-07-15,2016-08-17,IC,CFFEX,IC1608.CFFEX
IC1609,2016-08-18,2016-09-14,IC,CFFEX,IC1609.CFFEX
IC1610,2016-09-19,2016-10-19,IC,CFFEX,IC1610.CFFEX
IC1611,2016-10-20,2016-11-14,IC,CFFEX,IC1611.CFFEX
IC1612,2016-11-15,2016-12-14,IC,CFFEX,IC1612.CFFEX
IC1701,2016-12-15,2017-01-18,IC,CFFEX,IC1701.CFFEX
IC1702,2017-01-19,2017-02-13,IC,CFFEX,IC1702.CFFEX
IC1703,2017-02-14,2017-03-15,IC,CFFEX,IC1703.CFFEX
IC1704,2017-03-16,2017-04-20,IC,CFFEX,IC1704.CFFEX
IC1705,2017-04-21,2017-05-16,IC,CFFEX,IC1705.CFFEX
IC1706,2017-05-17,2017-06-14,IC,CFFEX,IC1706.CFFEX
IC1707,2017-06-15,2017-07-20,IC,CFFEX,IC1707.CFFEX
IC1708,2017-07-21,2017-08-15,IC,CFFEX,IC1708.CFFEX
IC1709,2017-08-16,2017-09-14,IC,CFFEX,IC1709.CFFEX
IC1710,2017-09-15,2017-10-19,IC,CFFEX,IC1710.CFFEX
IC1711,2017-10-20,2017-11-14,IC,CFFEX,IC1711.CFFEX
IC1712,2017-11-15,2017-12-14,IC,CFFEX,IC1712.CFFEX
IC1801,2017-12-15,2018-01-18,IC,CFFEX,IC1801.CFFEX
IC1802,2018-01-19,2018-02-09,IC,CFFEX,IC1802.CFFEX
IC1803,2018-02-12,2018-03-15,IC,CFFEX,IC1803.CFFEX
IC1804,2018-03-16,2018-04-19,IC,CFFEX,IC1804.CFFEX
IC1805,2018-04-20,2018-05-15,IC,CFFEX,IC1805.CFFEX
IC1806,2018-05-16,2018-06-13,IC,CFFEX,IC1806.CFFEX
IC1807,2018-06-14,2018-07-19,IC,CFFEX,IC1807.CFFEX
IC1808,2018-07-20,2018-08-13,IC,CFFEX,IC1808.CFFEX
IC1809,2018-08-14,2018-09-19,IC,CFFEX,IC1809.CFFEX
IC1810,2018-09-20,2018-10-18,IC,CFFEX,IC1810.CFFEX
IC1811,2018-10-19,2018-10-22,IC,CFFEX,IC1811.CFFEX
IC1812,2018-10-23,2018-12-20,IC,CFFEX,IC1812.CFFEX
IC1901,2018-12-21,2019-01-17,IC,CFFEX,IC1901.CFFEX
IC1902,2019-01-18,2019-01-21,IC,CFFEX,IC1902.CFFEX
IC1903,2019-01-22,2019-03-14,IC,CFFEX,IC1903.CFFEX
IC1904,2019-03-15,2019-04-18,IC,CFFEX,IC1904.CFFEX
IC1905,2019-04-19,2019-05-15,IC,CFFEX,IC1905.CFFEX
IC1906,2019-05-16,2019-06-20,IC,CFFEX,IC1906.CFFEX
IC1907,2019-06-21,2019-07-18,IC,CFFEX,IC1907.CFFEX
IC1908,2019-07-19,2019-08-13,IC,CFFEX,IC1908.CFFEX
IC1909,2019-08-14,2019-09-19,IC,CFFEX,IC1909.CFFEX
IC1910,2019-09-20,2019-10-17,IC,CFFEX,IC1910.CFFEX
IC1911,2019-10-18,2019-11-11,IC,CFFEX,IC1911.CFFEX
IC1912,2019-11-12,2019-12-19,IC,CFFEX,IC1912.CFFEX
IC2001,2019-12-20,2019-12-25,IC,CFFEX,IC2001.CFFEX
IH1505,2015-04-16,2015-05-14,IH,CFFEX,IH1505.CFFEX
IH1506,2015-05-15,2015-06-18,IH,CFFEX,IH1506.CFFEX
IH1507,2015-06-19,2015-07-16,IH,CFFEX,IH1507.CFFEX
IH1508,2015-07-17,2015-08-19,IH,CFFEX,IH1508.CFFEX
IH1509,2015-08-20,2015-09-17,IH,CFFEX,IH1509.CFFEX
IH1510,2015-09-18,2015-10-15,IH,CFFEX,IH1510.CFFEX
IH1511,2015-10-16,2015-11-13,IH,CFFEX,IH1511.CFFEX
IH1512,2015-10-20,2015-12-16,IH,CFFEX,IH1512.CFFEX
IH1601,2015-12-17,2016-01-14,IH,CFFEX,IH1601.CFFEX
IH1602,2016-01-15,2016-02-16,IH,CFFEX,IH1602.CFFEX
IH1603,2016-02-17,2016-03-17,IH,CFFEX,IH1603.CFFEX
